Company,Product,TypeName,Inches,ScreenResolution,CPU_Frequency (GHz),RAM (GB),Memory,OpSys,Weight (kg),Price,CPU,GPU,Memory_Type,GPU_Type,Memory_Type_Score,GPU_Type_Score,Price_Range
Asus,Vivobook Max,Notebook,15.6,1920x1080,1.1,8,128GB SSD,Windows 10,2.0,581,Intel Pentium Dual Core N4200,Intel HD Graphics 505,SSD,Integrated,3.0,1,Low Budget
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,2.8,32,1TB SSD +  1TB HDD,Windows 10,4.42,3588,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070M,Hybrid,Integrated,2.5,1,High Budget
Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,2.6,16,256GB SSD +  1TB HDD,Windows 10,4.3,2350,Intel Core i7 6700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,2.6,16,512GB SSD,Windows 10,1.47,1764,Intel Core i7 6600U,Nvidia GeForce 930M,SSD,Integrated,3.0,1,High Budget
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,1.6,8,1TB HDD,No OS,2.2,329,Intel Celeron Quad Core N3710,Intel HD Graphics 405,HDD,Integrated,1.0,1,Low Budget
Lenovo,ThinkPad T470s,Ultrabook,14.0,Full HD 1920x1080,2.7,16,512GB SSD,Windows 10,1.7,2299,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,1.6,1891,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,2.5,8,128GB SSD +  1TB HDD,Windows 10,2.2,1089,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,4,1TB HDD,Windows 10,2.4,999,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,HDD,Integrated,1.0,1,Mid Budget
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,4.2,2299,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.62,985,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,Mid Budget
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,2.8,8,128GB SSD +  1TB HDD,Windows 10,2.24,1339,Intel Core i7 7700HQ,Nvidia GeForce GTX1060,Hybrid,Integrated,2.5,1,Mid Budget
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,1.1,4,32GB Flash Storage,Windows 10,1.22,202,Intel Celeron Dual Core N3350,Intel HD Graphics 500,Flash Storage,Integrated,2.0,1,Low Budget
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,2.7,8,512GB SSD,Windows 10,1.37,1970,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,2.5,8,256GB SSD,Windows 10,2.08,959,Intel Core i5 7200U,AMD Radeon R7 M460,SSD,Integrated,3.0,1,Mid Budget
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,1.2,8,512GB Flash Storage,Mac OS X,0.92,1165,Intel Core M,Intel HD Graphics 5300,Flash Storage,Integrated,2.0,1,Mid Budget
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,2.5,8,256GB SSD,Windows 10,1.42,2330,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,1.1,4,32GB Flash Storage,Windows 10,1.63,299,Intel Celeron Dual Core N3350,Intel HD Graphics 500,Flash Storage,Integrated,2.0,1,Low Budget
Dell,Latitude 3580,Notebook,15.6,1366x768,2.5,8,128GB SSD,Windows 10,1.95,810,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,2.7,8,256GB SSD,Windows 10,1.38,1349,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,2.0,8,256GB SSD,Windows 10,2.0,739,Intel Core i3 6006U,AMD Radeon R5 M420X,SSD,Integrated,3.0,1,Mid Budget
HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,2.8,8,256GB SSD,Windows 10,3.14,2064,Intel Core i7 7700HQ,Nvidia Quadro M2200,SSD,Integrated,3.0,1,High Budget
Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.37,1099,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.29,1499,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,2.5,8,256GB SSD,Windows 10,2.06,1749,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,High Budget
Dell,Latitude 3180,Netbook,11.6,1366x768,1.1,4,128GB SSD,Windows 10,1.63,744,Intel Pentium Quad Core N4200,Intel HD Graphics 505,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 820,Netbook,12.5,1366x768,2.6,8,256GB SSD,Windows 10,1.26,1389,Intel Core i5 7300U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,2.3,4,500GB HDD,Windows 10,2.1,780,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,2.5,8,2TB HDD,Windows 10,2.04,629,AMD A12-Series 9700P,AMD Radeon R7 Graphics,HDD,Integrated,1.0,1,Mid Budget
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,2.8,16,512GB SSD,Windows 10,2.62,1679,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050 Ti,SSD,Integrated,3.0,1,High Budget
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,2.5,4,1TB HDD,Windows 10,2.4,609,Intel Core i5 7200U,Nvidia GeForce 920M,HDD,Integrated,1.0,1,Mid Budget
HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,2.8,12,1TB HDD,Windows 10,3.74,1749,Intel Core i7 7700HQ,AMD Radeon RX 580,HDD,Discrete,1.0,2,High Budget
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,2.8,16,512GB SSD +  1TB HDD,Windows 10,2.9,2415,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,0.81,1499,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,2.7,8,1TB HDD,Windows 10,1.98,961,Intel Core i7 7500U,Nvidia GeForce GT 940MX,HDD,Integrated,1.0,1,Mid Budget
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.18,789,Intel Core i5 7200U,AMD Radeon R5 M420,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,1.32,1859,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,2.5,16,512GB SSD,Windows 10,1.29,1799,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
HP,Chromebook 11,Netbook,11.6,1366x768,1.6,4,16GB Flash Storage,Chrome OS,1.23,385,Intel Celeron Dual Core N3060,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,2.8,16,128GB SSD +  1TB HDD,Windows 10,4.36,2505,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Dell,Latitude 3480,Notebook,14.0,1366x768,2.3,4,500GB HDD,Windows 10,1.76,755,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,2.0,4,500GB HDD,Windows 10,2.1,489,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,2.5,4,128GB SSD,Windows 10,1.25,1090,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,2.7,8,512GB SSD,Windows 10,1.13,2499,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.4,1199,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,Mid Budget
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,2.5,8,256GB Flash Storage,Windows 10,1.13,1875,Intel Core i5 7200U,Intel HD Graphics 620,Flash Storage,Integrated,2.0,1,High Budget
Toshiba,Satellite Pro,Notebook,14.0,1366x768,2.1,4,128GB SSD,Windows 10,1.75,499,Intel Pentium Dual Core 4405U,Intel HD Graphics 510,SSD,Integrated,3.0,1,Low Budget
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.1,1358,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Latitude 3480,Notebook,14.0,1366x768,2.0,4,500GB HDD,Windows 10,1.76,585,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Acer,Chromebook 11,Netbook,11.6,IPS Panel 1366x768,1.6,4,32GB Flash Storage,Chrome OS,1.35,355,Intel Celeron Dual Core N3060,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,2.4,8,128GB SSD,Windows 10,1.5,619,Intel Core i3 7100U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,2.9,32,512GB SSD,Windows 10,3.49,5499,Intel Core i7 7820HK,Nvidia GeForce GTX 1080,SSD,Integrated,3.0,1,High Budget
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,2.6,16,512GB SSD,Windows 10,1.1,2099,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,2.5,4,1TB HDD,Linux,2.1,519,Intel Core i5 7200U,Nvidia GeForce 920,HDD,Integrated,1.0,1,Low Budget
Lenovo,Thinkpad T460,Notebook,14.0,Full HD 1920x1080,2.3,8,256GB SSD,Windows 10,1.7,1186,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Lenovo,ThinkPad T470s,Notebook,14.0,IPS Panel Full HD 1920x1080,2.6,8,256GB SSD,Windows 10,1.32,1650,Intel Core i5 7300U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,3.21,2774,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.9,2419,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,2.4,4,500GB HDD,Windows 10,2.0,669,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,1.6,4,16GB Flash Storage,Chrome OS,1.5,325,Intel Celeron Quad Core N3160,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,2.5,8,128GB HDD,Windows 10,2.3,590,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,2.6,16,512GB SSD +  1TB HDD,Windows 10,2.73,1799,Intel Core i7 6700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,2.8,32,512GB SSD +  1TB HDD,Windows 10,4.42,3072,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
HP,ProBook 470,Notebook,17.3,1600x900,2.5,8,1TB HDD,Windows 10,2.63,910,Intel Core i5 7200U,Nvidia GeForce 930MX,HDD,Integrated,1.0,1,Mid Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,2.5,8,128GB SSD,Windows 10,2.18,713,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,2.5,8,512GB SSD,Windows 7,1.54,1870,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,2.7,4,256GB SSD,Windows 10,2.18,739,Intel Core i7 7500U,AMD Radeon R5 M420,SSD,Integrated,3.0,1,Mid Budget
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,1.1,4,32GB Flash Storage,Chrome OS,1.4,615,Intel Celeron Dual Core N3350,Intel HD Graphics 500,Flash Storage,Integrated,2.0,1,Mid Budget
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,IPS Panel Full HD 1920x1080,2.3,8,512GB SSD,Windows 10,1.45,1026,Intel Core i5 6200U,Nvidia GeForce 940M,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,2.5,8,256GB SSD,Windows 10,1.28,2277,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,2.5,8,512GB SSD,Windows 10,1.54,1468,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,250 G6,Notebook,15.6,1366x768,1.6,4,128GB SSD,No OS,1.86,299,Intel Celeron Dual Core N3060,Intel HD Graphics 400,SSD,Integrated,3.0,1,Low Budget
Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,2.8,16,128GB SSD +  1TB HDD,Windows 10,2.1,1899,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Dell,Inspiron 5767,Notebook,17.3,Full HD 1920x1080,2.7,8,1TB HDD,Linux,2.83,865,Intel Core i7 7500U,AMD Radeon R7 M445,HDD,Integrated,1.0,1,Mid Budget
Lenovo,ThinkPad T470p,Ultrabook,14.0,IPS Panel Full HD 1920x1080,2.8,8,256GB SSD,Windows 10,1.96,1903,Intel Core i7 7700HQ,Nvidia GeForce GT 940MX,SSD,Integrated,3.0,1,High Budget
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,IPS Panel Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,2.3,787,Intel Core i7 7500U,Nvidia GeForce GTX 930MX,SSD,Integrated,3.0,1,Mid Budget
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,2.5,8,128GB SSD,Windows 10,1.9,945,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1366x768,1.1,4,1TB HDD,Windows 10,2.0,449,Intel Pentium Quad Core N4200,Intel HD Graphics 505,HDD,Integrated,1.0,1,Low Budget
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,2.8,8,256GB SSD,Windows 10,1.28,2559,Intel Core i7 7600U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Dell,Inspiron 5368,Notebook,13.3,Full HD / Touchscreen 1920x1080,2.3,8,1TB HDD,Windows 10,1.62,649,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,2.0,4,1TB HDD,No OS,2.2,469,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Lenovo,ThinkPad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,2.5,8,1TB HDD,Windows 10,2.3,850,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,2.6,8,256GB SSD,Windows 10,1.84,1349,Intel Core i5 7300U,AMD Radeon R7 M465,SSD,Integrated,3.0,1,Mid Budget
Toshiba,Portege X30-D-10X,Notebook,13.3,Full HD 1920x1080,2.5,4,128GB SSD,Windows 10,1.05,1285,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,2.5,8,1TB HDD,No OS,2.5,1017,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,HDD,Integrated,1.0,1,Mid Budget
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,2.5,16,512GB SSD,Windows 10,1.29,2240,Intel Core i7 7660U,Intel Iris Plus Graphics 640,SSD,Integrated,3.0,1,High Budget
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,2.3,4,500GB HDD,Windows 10,2.07,910,Intel Core i5 6200U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Mid Budget
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,2.3,8,256GB SSD,Windows 10,1.2,1095,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,2.7,8,256GB SSD,Windows 10,1.37,1950,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.56,902,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,2.8,8,1TB HDD,Windows 10,2.23,1778,Intel Core i7 7700HQ,Nvidia Quadro M620,HDD,Integrated,1.0,1,High Budget
Lenovo,ThinkPad L570,Notebook,15.6,1366x768,2.5,4,500GB HDD,Windows 10,2.38,1055,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,2.0,4,1TB HDD,No OS,2.2,479,Intel Core i3 6006U,AMD Radeon R5 M430,HDD,Integrated,1.0,1,Low Budget
Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,2.0,1388,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,2.4,4,180GB SSD,Windows 10,1.44,735,Intel Core i3 7100U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,2.7,16,256GB SSD,Windows 10,1.23,1849,Intel Core i7 7500U,Nvidia GeForce 940MX,SSD,Integrated,3.0,1,High Budget
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,2.8,8,256GB SSD,Windows 10,1.6,1690,Intel Core i7 7600U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,1366x768,1.1,4,1TB HDD,Linux,2.0,398,Intel Pentium Quad Core N4200,Intel HD Graphics 505,HDD,Integrated,1.0,1,Low Budget
Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,2.3,8,256GB SSD,Windows 10,1.28,935,Intel Core i5 6200U,Nvidia GeForce 940MX,SSD,Integrated,3.0,1,Mid Budget
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,2.5,4,128GB SSD +  1TB HDD,Windows 10,2.18,912,Intel Core i5 7200U,Nvidia GeForce 940MX,Hybrid,Integrated,2.5,1,Mid Budget
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,2.5,4,256GB SSD,Windows 10,2.04,839,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,2.5,4,256GB SSD,Windows 10,1.28,1700,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
HP,Pavilion x360,2 in 1 Convertible,15.6,Touchscreen 1366x768,2.5,4,500GB HDD,Windows 10,2.3,684,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Asus,VivoBook L402NA,Notebook,14.1,1366x768,1.1,4,32GB Flash Storage,Windows 10,1.65,348,Intel Celeron Dual Core N3350,Intel HD Graphics 500,Flash Storage,Integrated,2.0,1,Low Budget
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,2.5,8,1TB HDD,Windows 10,2.2,669,Intel Core i7 6500U,Nvidia GeForce 940MX,HDD,Integrated,1.0,1,Mid Budget
Dell,Inspiron 3552,Notebook,15.6,1366x768,1.6,4,500GB HDD,Windows 10,2.2,369,Intel Pentium Quad Core N3710,Intel HD Graphics,HDD,Integrated,1.0,1,Low Budget
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,2.5,4,256GB SSD,Windows 10,1.28,1799,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,2.0,4,1TB HDD,Linux,2.18,455,Intel Core i3 6006U,AMD Radeon R5 M420X,HDD,Integrated,1.0,1,Low Budget
Asus,Rog GL753VD-GC082T,Gaming,17.3,Full HD 1920x1080,2.5,12,128GB SSD +  1TB HDD,Windows 10,2.2,1369,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
Acer,Chromebook C731-C78G,Netbook,11.6,IPS Panel 1366x768,1.6,4,32GB Flash Storage,Chrome OS,1.25,297,Intel Celeron Dual Core N3060,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,2.2,4,500GB HDD,Windows 10,2.8,379,AMD A4-Series 7210,AMD Radeon R3,HDD,Integrated,1.0,1,Low Budget
HP,Probook 640,Notebook,14.0,Full HD 1920x1080,2.5,4,128GB SSD,Windows 10,1.95,1265,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,Envy x360,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,2.7,16,256GB SSD,Windows 10,1.42,1399,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,1.17,1699,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.32,1799,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,2.6,16,512GB SSD +  2TB HDD,Windows 10,2.43,2649,Intel Core i7 6700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,High Budget
Toshiba,Portege X30-D-10V,Notebook,13.3,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.05,1475,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,2.8,8,1TB HDD,Linux,2.62,929,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050Ti,HDD,Integrated,1.0,1,Mid Budget
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,2.7,8,1TB HDD,Windows 10,2.04,900,Intel Core i7 7500U,Nvidia GeForce 930MX,HDD,Integrated,1.0,1,Mid Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,2.0,4,1TB HDD,Windows 10,2.18,614,Intel Core i3 6006U,AMD Radeon R5 M420X,HDD,Integrated,1.0,1,Mid Budget
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,2.6,8,500GB HDD,Windows 10,1.9,935,Intel Core i5 7300U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,1.3,8,512GB SSD,Windows 10,1.24,2013,Intel Core i7 7Y75,Intel HD Graphics 615,SSD,Integrated,3.0,1,High Budget
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,IPS Panel Full HD 1920x1080,2.7,32,256GB SSD +  256GB SSD,Windows 10,3.58,1279,Intel Core i7 6820HK,Nvidia GeForce GTX 980M,SSD,Integrated,3.0,1,Mid Budget
